0
0
0
0
0
0
7,1,0
7,4,6
7,5,8
7,6,5
7,7,5
7,7,9
7,8,3
7,8,8
7,9,1
7,9,1
7,9,4
7,9,8
8,0,0
8,0,1
8,0,6
8,0,6
8,1,0
8,0,9
8,1,0
8,0,9
8,1,2
8,1,2
8,1,3
8,1,6
8,1,6
8,1,8
8,1,6
8,1,9
8,1,8
8,2,0
8,1,9
8,2,2
8,2,2
8,2,2
8,2,3
8,2,4
8,2,2
8,2,5
8,2,4
8,2,3
8,2,3
8,2,5
8,2,7
8,2,5
8,2,8
8,2,8
8,2,8
8,2,7
8,2,9
8,2,8
8,2,9
8,2,9
8,3,0
8,3,0
8,3,1
8,3,1
8,3,1
8,3,0
8,3,0
8,3,1
8,3,2
8,3,2
8,3,2
8,3,2
8,3,4
8,3,3
8,3,2
8,3,2
8,3,2
8,3,2
8,3,3
8,3,2
8,3,3
8,3,3
8,3,3
8,3,4
8,3,4
8,3,4
8,3,4
8,3,5
8,3,3
8,3,4
8,3,5
8,3,4
8,3,2
8,3,4
8,3,5
8,3,4
8,3,3
8,3,5
8,3,4
8,3,6
8,3,5
8,3,6
8,3,4
8,3,5
8,3,5
8,3,5
8,3,5
8,3,5
8,3,7
8,3,8
8,3,4
8,3,4
8,3,5
8,3,7
8,3,6
8,3,6
8,3,6
8,3,6
8,3,7
8,3,6
8,3,6
8,3,7
8,3,7
8,3,5
8,3,7
8,3,6
8,3,6
8,3,5
8,3,8
8,3,7
8,3,7
8,3,7
8,3,7
8,3,6
8,3,6
8,3,6
8,3,7
8,3,8
8,3,9
8,3,9
8,3,6
8,3,7
8,3,7
8,3,7
8,3,9
8,3,8
8,3,9
8,4,0
8,3,9
8,3,8
8,3,8
8,3,9
8,3,7
8,3,9
8,3,9
8,4,0
8,3,8
8,3,8
8,3,8
8,3,8
8,3,9
8,3,9
8,4,0
8,4,1
8,4,1
8,3,8
8,4,0
8,3,8
8,3,6
8,3,8
8,3,9
8,3,9
8,4,1
8,3,8
8,4,1
8,4,0
8,4,1
8,3,8
8,4,0
8,4,0
8,3,9
8,3,9
8,4,0
8,4,0
8,4,0
8,4,0
8,4,0
8,4,0
8,4,1
8,4,0
8,4,0
8,4,0
8,4,2
8,4,0
8,4,0
8,4,0
8,4,3
8,4,1
8,4,1
8,4,3
8,4,2
8,4,1
8,4,1
8,4,0
8,4,0
8,4,2
8,4,1
8,4,2
8,4,1
8,4,1
8,4,1
8,4,2
8,4,2
8,4,0
8,4,1
8,4,2
8,4,2
8,4,2
8,4,0
8,4,1
8,4,1
8,4,2
8,4,1
8,4,1
8,4,2
8,4,2
8,4,3
8,4,2
8,4,2
8,4,2
8,4,3
8,4,3
8,4,1
8,4,1
8,4,2
8,4,1
8,4,1
8,4,3
8,4,3
8,4,4
8,4,3
8,4,2
8,4,0
8,4,3
8,4,1
8,4,2
8,4,2
8,4,3
8,4,2
8,4,2
8,4,3
8,4,2
8,4,2
8,4,4
8,4,2
8,4,2
8,4,2
8,4,1
8,4,2
8,4,3
8,4,3
8,4,4
8,4,2
8,4,3
8,4,3
8,4,1
8,4,3
8,4,3
8,4,5
8,4,2
8,4,3
8,4,2
8,4,2
8,4,3
8,4,3
8,4,4
8,4,1
8,4,4
8,4,2
8,4,2
8,4,1
8,4,4
8,4,2
8,4,3
8,4,4
8,4,1
8,4,3
8,4,4
8,4,5
8,4,2
8,4,3
8,4,2
8,4,3
8,4,2
8,4,4
8,4,5
8,4,3
8,4,4
8,4,3
8,4,3
8,4,5
8,4,4
8,4,2
8,4,4
8,4,4
8,4,3
8,4,2
8,4,3
8,4,4
8,4,4
8,4,4
8,4,2
8,4,3
8,4,5
8,4,4
8,4,4
8,4,4
8,4,5
8,4,5
8,4,4
8,4,4
8,4,5
8,4,3
8,4,5
8,4,2
8,4,3
8,4,3
8,4,3
8,4,5
8,4,4
8,4,5
8,4,4
8,4,3
8,4,5
8,4,2
8,4,3
8,4,6
8,4,5
8,4,5
8,4,5
8,4,4
8,4,6
8,4,5
8,4,3
8,4,4
8,4,3
8,4,3
8,4,6
8,4,5
8,4,5
8,4,6
8,4,5
8,4,5
8,4,5
8,4,4
8,4,4
8,4,4
8,4,6
8,4,4
8,4,8
8,4,6
8,4,5
8,4,6
8,4,5
8,4,5
8,4,5
8,4,3
8,4,7
8,4,7
8,4,6
8,4,6
8,4,6
8,4,5
8,4,6
8,4,4
8,4,4
8,4,4
8,4,4
8,4,6
8,4,6
8,4,5
8,4,6
8,4,5
8,4,6
8,4,7
8,4,5
8,4,6
8,4,6
8,4,7
8,4,3
8,4,5
8,4,5
8,4,8
8,4,5
8,4,5
8,4,7
8,4,6
8,4,7
8,4,7
8,4,5
8,4,5
8,4,7
8,4,6
8,4,6
8,4,8
8,4,5
8,4,6
8,4,8
8,4,5
8,4,7
8,4,6
8,4,6
8,4,5
8,4,5
8,4,6
8,4,7
8,4,7
8,4,7
8,4,7
8,4,6
8,4,8
8,4,7
8,4,4
8,4,6
8,4,7
8,4,6
8,4,5
8,4,5
8,4,6
8,4,7
8,4,6
8,4,5
8,4,4
8,4,5
8,4,5
8,4,7
8,4,7
8,4,6
8,4,7
8,4,7
8,4,6
8,4,7
8,4,5
8,4,6
8,4,5
8,4,6
8,4,6
8,4,6
8,4,7
8,4,5
8,4,7
8,4,7
8,4,6
8,4,5
8,4,5
8,4,6
8,4,7
8,4,7
8,4,8
8,4,7
8,4,8
8,4,5
8,4,9
8,4,6
8,4,8
8,4,6
8,4,4
8,4,6
8,4,7
8,4,8
8,4,8
8,4,7
8,4,6
8,4,6
8,4,5
8,4,7
8,4,6
8,4,6
8,4,6
8,4,5
8,4,7
8,4,6
8,4,8
8,4,8
8,4,6
8,4,6
8,4,8
8,4,7
8,4,6
8,4,4
8,4,7
8,4,5
8,4,8
8,4,8
8,4,7
8,4,5
8,4,8
8,4,6
8,4,6
8,4,7
8,4,8
8,4,6
8,4,8
8,4,6
8,4,8
8,4,9
8,4,9
8,4,9
8,4,7
8,4,7
8,4,7
8,4,5
8,4,5
8,4,8
8,4,9
8,4,8
8,4,8
8,4,6
8,4,6
8,4,6
